load_id,source_name,source_table,source_record_id,business_key,rule_id,field_name,severity,action,original_value,clean_value,details,detected_at
1,Claim.csv / JSON directory,staging.claims,48,D00048,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,49,D00049,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,81,D00081,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,95,D00095,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,100,D00100,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,101,D00101,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,105,D00105,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,109,D00109,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv / JSON directory,staging.claims,116,D00116,JSON_MISSING_FILE,,warning,flagged,,,{'reason': 'no physical JSON file exists for the claim'},
1,Claim.csv + JSON,staging.claims,40,T00040,CORE_AMOUNT_RECON_MISMATCH,claim_amount,warning,flagged,4030.84,3359.03,"{'treatment': 'retain valid Claim.csv header amount; mismatch remains an analytical/fraud signal', 'difference_cad': 671.81}",
1,Claim.csv + JSON,staging.claims,44,H00044,CORE_SERVICE_DATE_REPAIRED,service_date,error,repaired,2023-12-01,2024-10-18,{'json_service_date': '2024-10-18'},
1,Claim.csv + JSON,staging.claims,48,D00048,CORE_SERVICE_DATE_UNRECOVERABLE,service_date,error,flagged,2023-10-28,,{'json_service_date': None},
1,Claim.csv + JSON,staging.claims,49,D00049,CORE_SERVICE_DATE_UNRECOVERABLE,service_date,error,flagged,2023-11-28,,{'json_service_date': None},
1,Claim.csv + JSON,staging.claims,52,T00052,CORE_SERVICE_DATE_REPAIRED,service_date,error,repaired,2024-12-15,2024-12-03,{'json_service_date': '2024-12-03'},
1,Claim.csv + JSON,staging.claims,54,H00054,CORE_SERVICE_DATE_REPAIRED,service_date,error,repaired,2024-12-29,2024-12-20,{'json_service_date': '2024-12-20'},
1,Claim.csv + JSON,staging.claims,58,H00058,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,-87.43,87.43,{'json_claim_amount': 87.43},
1,Claim.csv + JSON,staging.claims,60,H00060,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,-694.52,694.52,{'json_claim_amount': 694.52},
1,Claim.csv + JSON,staging.claims,61,D00061,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,-320.44,320.44,{'json_claim_amount': 320.44},
1,Claim.csv + JSON,staging.claims,63,H00063,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,15284.00,152.84,{'json_claim_amount': 152.84},
1,Claim.csv + JSON,staging.claims,65,D00065,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,30387.00,303.87,{'json_claim_amount': 303.87},
1,Claim.csv + JSON,staging.claims,66,H00066,CORE_AMOUNT_RECON_MISMATCH,claim_amount,warning,flagged,299.42,249.52,"{'treatment': 'retain valid Claim.csv header amount; mismatch remains an analytical/fraud signal', 'difference_cad': 49.9}",
1,Claim.csv + JSON,staging.claims,71,D00071,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,,155.74,{'json_claim_amount': 155.74},
1,Claim.csv + JSON,staging.claims,74,D00074,CORE_CLAIM_AMOUNT_REPAIRED,claim_amount,error,repaired,,275.52,{'json_claim_amount': 275.52},
1,Claim.csv + JSON,staging.claims,76,D00076,CORE_SERVICE_DATE_REPAIRED,service_date,error,repaired,,2025-04-25,{'json_service_date': '2025-04-25'},
1,Claim.csv + JSON,staging.claims,78,D00078,CORE_SERVICE_DATE_REPAIRED,service_date,error,repaired,,2025-05-06,{'json_service_date': '2025-05-06'},
1,Claim.csv + JSON,staging.claims,112,H00112,CORE_AMOUNT_RECON_MISMATCH,claim_amount,warning,flagged,206.51,172.09,"{'treatment': 'retain valid Claim.csv header amount; mismatch remains an analytical/fraud signal', 'difference_cad': 34.42}",
1,Claim.csv + JSON,staging.claims,151,T00151,CORE_AMOUNT_RECON_MISMATCH,claim_amount,warning,flagged,1483.26,1236.05,"{'treatment': 'retain valid Claim.csv header amount; mismatch remains an analytical/fraud signal', 'difference_cad': 247.21}",
1,Claim.csv + JSON,staging.claims,167,H00167,CORE_AMOUNT_RECON_MISMATCH,claim_amount,warning,flagged,62.92,52.43,"{'treatment': 'retain valid Claim.csv header amount; mismatch remains an analytical/fraud signal', 'difference_cad': 10.49}",
1,Claim.csv vs Claim_Payment.csv,staging.claim_payments,6,PAY00006,CORE_PAYMENT_AMOUNT_CONFLICT,payment_amount,warning,flagged,800.00,817.37,{'authoritative_source': 'Claim_Payment.csv.payment_amount'},
1,Claim.csv vs Claim_Payment.csv,staging.claim_payments,7,PAY00007,CORE_PAYMENT_AMOUNT_CONFLICT,payment_amount,warning,flagged,1890.20,1907.57,{'authoritative_source': 'Claim_Payment.csv.payment_amount'},
1,Claim.csv vs Claim_Payment.csv,staging.claim_payments,8,PAY00008,CORE_PAYMENT_AMOUNT_CONFLICT,payment_amount,warning,flagged,1600.00,1617.37,{'authoritative_source': 'Claim_Payment.csv.payment_amount'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,2,D00002,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,partially_approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,3,H00003,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,5,H00005,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,6,D00006,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,8,D00008,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,9,H00009,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Claim_Payment.csv,staging.claims,10,D00010,CORE_STATUS_CONFLICT,claim_status,warning,repaired,denied,approved,{'authoritative_source': 'Claim_Payment.csv decision presence/outcome'},
1,Claim.csv vs Customer.csv,staging.claims,18,H00018,CORE_REGION_CONFLICT,region,warning,repaired,AB,PE,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,19,H00019,CORE_REGION_CONFLICT,region,warning,repaired,AB,MB,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,20,H00020,CORE_REGION_CONFLICT,region,warning,repaired,AB,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,21,H00021,CORE_REGION_CONFLICT,region,warning,repaired,AB,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,24,H00024,CORE_REGION_CONFLICT,region,warning,repaired,AB,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,25,H00025,CORE_REGION_CONFLICT,region,warning,repaired,AB,ON,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,28,H00028,CORE_REGION_CONFLICT,region,warning,repaired,SK,AB,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,30,D00030,CORE_REGION_CONFLICT,region,warning,repaired,AB,MB,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,85,H00085,CORE_REGION_CONFLICT,region,warning,repaired,NL,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,87,H00087,CORE_REGION_CONFLICT,region,warning,repaired,BC,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,88,H00088,CORE_REGION_CONFLICT,region,warning,repaired,NL,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,90,H00090,CORE_REGION_CONFLICT,region,warning,repaired,BC,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,91,H00091,CORE_REGION_CONFLICT,region,warning,repaired,NL,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,92,H00092,CORE_REGION_CONFLICT,region,warning,repaired,BC,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Customer.csv,staging.claims,161,H00161,CORE_REGION_CONFLICT,region,warning,repaired,NL,SK,{'authoritative_source': 'Customer.csv.province'},
1,Claim.csv vs Policy.csv,staging.claims,31,T00031,CORE_OWNER_CONFLICT,customer_id,warning,repaired,C00150,C00095,{'authoritative_source': 'Policy.csv.customer_id'},
1,Claim.csv vs Policy.csv,staging.claims,32,H00032,CORE_OWNER_CONFLICT,customer_id,warning,repaired,C00150,C00037,{'authoritative_source': 'Policy.csv.customer_id'},
1,Claim.csv vs Policy.csv,staging.claims,33,H00033,CORE_OWNER_CONFLICT,customer_id,warning,repaired,C00150,C00040,{'authoritative_source': 'Policy.csv.customer_id'},
1,Claim.csv vs Policy.csv,staging.claims,35,T00035,CORE_OWNER_CONFLICT,customer_id,warning,repaired,C00150,C00103,{'authoritative_source': 'Policy.csv.customer_id'},
1,Claim.csv vs Policy.csv,staging.claims,36,H00036,CORE_OWNER_CONFLICT,customer_id,warning,repaired,C00150,C00067,{'authoritative_source': 'Policy.csv.customer_id'},
1,Customer.csv,raw.customer_csv,4,C00004,FMT_GENDER,gender,info,normalized,MALE,M,,
1,Customer.csv,raw.customer_csv,4,C00004,FMT_PHONE,phone,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,4,C00004,FMT_POSTAL,postal_code,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,4,C00004,FMT_TEXT_WHITESPACE,first_name,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,23,C00023,FMT_DATE,date_of_birth,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,23,C00023,FMT_PHONE,phone,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,23,C00023,FMT_POSTAL,postal_code,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,30,C00030,FMT_GENDER,gender,info,normalized,Female,F,,
1,Customer.csv,raw.customer_csv,30,C00030,FMT_PHONE,phone,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,30,C00030,FMT_POSTAL,postal_code,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,30,C00030,FMT_PROVINCE,province,info,normalized,man.,MB,,
1,Customer.csv,raw.customer_csv,37,C00037,INV_AGE,date_of_birth,error,flagged,,,"{'reason': 'sentinel or future DOB', 'pii_value_redacted': True}",
1,Customer.csv,raw.customer_csv,39,C00039,INV_AGE,date_of_birth,error,flagged,,,"{'reason': 'sentinel or future DOB', 'pii_value_redacted': True}",
1,Customer.csv,raw.customer_csv,40,C00040,FMT_PHONE,phone,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,40,C00040,FMT_POSTAL,postal_code,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,40,C00040,FMT_PROVINCE,province,info,normalized,Ontario,ON,,
1,Customer.csv,raw.customer_csv,40,C00040,MISS_ERROR,date_of_birth,error,flagged,,,"{'reason': 'required source DOB is missing', 'pii_value_redacted': True}",
1,Customer.csv,raw.customer_csv,41,C00041,MISS_ERROR,date_of_birth,error,flagged,,,"{'reason': 'required source DOB is missing', 'pii_value_redacted': True}",
1,Customer.csv,raw.customer_csv,42,C00042,FMT_PROVINCE,province,info,repaired,,AB,,
1,Customer.csv,raw.customer_csv,42,C00042,MISS_ERROR,province,error,repaired,,AB,{'recovered_from_postal_code': True},
1,Customer.csv,raw.customer_csv,43,C00043,FMT_PROVINCE,province,info,repaired,,MB,,
1,Customer.csv,raw.customer_csv,43,C00043,MISS_ERROR,province,error,repaired,,MB,{'recovered_from_postal_code': True},
1,Customer.csv,raw.customer_csv,55,C00055,FMT_GENDER,gender,info,normalized,MALE,M,,
1,Customer.csv,raw.customer_csv,55,C00055,FMT_PROVINCE,province,info,normalized,Ontario,ON,,
1,Customer.csv,raw.customer_csv,55,C00055,FMT_TEXT_WHITESPACE,first_name,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,67,C00067,FMT_DATE,date_of_birth,info,normalized,,,{'pii_value_redacted': True},
1,Customer.csv,raw.customer_csv,67,C00067,FMT_GENDER,gender,info,normalized,MALE,M,,
1,Customer.csv,raw.customer_csv,68,C00068,FMT_GENDER,gender,info,normalized,Female,F,,
